"","PlacetteID","rcp","Annee","Mois","Tmin","Tmax","PTot"
"320","400202303","RCP45",2017,8,20.4516,10.0774,13.19
"321","400202303","RCP45",2017,9,18.3933,8.82,7.52
"322","400202303","RCP45",2017,10,12.8129,3.40323,16.45
"323","400202303","RCP45",2017,11,-0.43,-8.03333,9.91
"324","400202303","RCP45",2017,12,-10.4516,-17.2032,8.92
"325","400202303","RCP45",2018,1,-10.4677,-20.4806,11.27
"326","400202303","RCP45",2018,2,-4.90714,-16.3679,5.48
"327","400202303","RCP45",2018,3,0.0677419,-8.54839,7.68
"328","400202303","RCP45",2018,4,4.19333,-6.36,10.47
"329","400202303","RCP45",2018,5,15.171,1.31935,7.27
"330","400202303","RCP45",2018,6,20.1833,7.36,5.47
"331","400202303","RCP45",2018,7,25.8742,13.4032,7.9
"332","400202303","RCP45",2018,8,24.0613,12.9387,8.78
"333","400202303","RCP45",2018,9,17.5767,6.47333,10.4
"334","400202303","RCP45",2018,10,4.49355,-1.80323,12.01
"335","400202303","RCP45",2018,11,-2.72333,-7.95333,14.27
"336","400202303","RCP45",2018,12,-7.0871,-15.3129,6.68
"337","400202303","RCP45",2019,1,-11.2516,-21.6484,7.95
"338","400202303","RCP45",2019,2,-8.86786,-18.7036,6.8
"339","400202303","RCP45",2019,3,-1.45484,-13.029,6.19
"340","400202303","RCP45",2019,4,4.85333,-4.28,11.02
"341","400202303","RCP45",2019,5,12.6871,1.30968,9.1
"342","400202303","RCP45",2019,6,19.6967,7.16667,7.76
"343","400202303","RCP45",2019,7,25.0258,12.1032,8.27
"344","400202303","RCP45",2019,8,22.3226,10.5806,5.09
"345","400202303","RCP45",2019,9,14.9267,5.58,14.53
"346","400202303","RCP45",2019,10,9.23226,1.11935,11.34
"347","400202303","RCP45",2019,11,-1.70333,-8.37333,4.61
"348","400202303","RCP45",2019,12,-5.37742,-14.2613,3.93
"349","400202303","RCP45",2020,1,-7.42581,-16.0258,5.2
"350","400202303","RCP45",2020,2,-5.53793,-16.5897,8.63
"351","400202303","RCP45",2020,3,-0.503226,-12.0548,11.64
"352","400202303","RCP45",2020,4,4.80333,-5.25333,7.16
"353","400202303","RCP45",2020,5,13.9484,2.07742,7.72
"354","400202303","RCP45",2020,6,22.47,8.98,7.79
"355","400202303","RCP45",2020,7,24.4935,13.3226,11.44
"356","400202303","RCP45",2020,8,22.0903,11.0613,12.99
"357","400202303","RCP45",2020,9,16.0267,6,10.64
"358","400202303","RCP45",2020,10,6.78065,-0.383871,11.72
"359","400202303","RCP45",2020,11,3.19,-4.55,4.82
"360","400202303","RCP45",2020,12,-3.37097,-10.9774,6.97
"361","400202303","RCP45",2021,1,-7.41613,-13.3613,3.83
"362","400202303","RCP45",2021,2,-6.25,-15.625,4.81
"363","400202303","RCP45",2021,3,1.03548,-11.029,7.78
"364","400202303","RCP45",2021,4,8.71,-2.22333,6.12
"365","400202303","RCP45",2021,5,15.471,2.53226,7.26
"366","400202303","RCP45",2021,6,21.8967,10.0033,10.37
"367","400202303","RCP45",2021,7,22.2387,10.1806,7.63
"368","400202303","RCP45",2021,8,25.7258,13.0677,2.28
"369","400202303","RCP45",2021,9,17.3067,8.04667,10.19
"370","400202303","RCP45",2021,10,12.0935,3.70968,7.27
"371","400202303","RCP45",2021,11,1.85,-4.19667,5.8
"372","400202303","RCP45",2021,12,-6.14194,-14.9194,5.35
"373","400202303","RCP45",2022,1,-13.4774,-24.8742,3.93
"374","400202303","RCP45",2022,2,-8.41429,-20.2286,7.75
"375","400202303","RCP45",2022,3,-2.74839,-11.6,11.1
"376","400202303","RCP45",2022,4,6.29,-3.19,10.95
"377","400202303","RCP45",2022,5,17.2387,2.93871,10.02
"378","400202303","RCP45",2022,6,20.3567,8.68,18.53
"379","400202303","RCP45",2022,7,23.3742,11.8806,7.15
"380","400202303","RCP45",2022,8,23.2355,11.8774,8.82
"381","400202303","RCP45",2022,9,17.7033,6.68333,4.55
"382","400202303","RCP45",2022,10,13.1548,2.67419,7.88
"383","400202303","RCP45",2022,11,2.67,-4.28,9.39
"384","400202303","RCP45",2022,12,-3.56129,-10.6774,12.76
"385","400202303","RCP45",2023,1,-6.23548,-14.8871,4.97
"386","400202303","RCP45",2023,2,-7.37857,-19.6286,5
"387","400202303","RCP45",2023,3,0.332258,-9.82258,4.35
"388","400202303","RCP45",2023,4,7.66333,-3.01333,5.38
"389","400202303","RCP45",2023,5,15.4032,2.92258,6.64
"390","400202303","RCP45",2023,6,20.3833,9.31333,10.65
"391","400202303","RCP45",2023,7,24.5258,14.0161,24.83
"392","400202303","RCP45",2023,8,20.1968,10.729,16.35
"393","400202303","RCP45",2023,9,20.3333,8.92333,9.38
"394","400202303","RCP45",2023,10,12.8484,4.95484,12.18
"395","400202303","RCP45",2023,11,-0.333333,-7.24333,5.11
"396","400202303","RCP45",2023,12,-2.54194,-9.86129,6.16
"397","400202303","RCP45",2024,1,-7.48065,-15.8355,9.55
"398","400202303","RCP45",2024,2,-3.73103,-14.4448,2.55
"399","400202303","RCP45",2024,3,1.90323,-8.2,5.37
"400","400202303","RCP45",2024,4,8.01667,-3.24,7.72
"401","400202303","RCP45",2024,5,17.429,4.77419,3.74
"402","400202303","RCP45",2024,6,22.6667,10.6267,9.57
"403","400202303","RCP45",2024,7,25.3032,13.8935,4.35
"404","400202303","RCP45",2024,8,22.8258,11.9742,7.96
"405","400202303","RCP45",2024,9,20.0667,8.71,3.39
"406","400202303","RCP45",2024,10,10.6742,2.01935,8.7
"407","400202303","RCP45",2024,11,2.95,-2.34333,8.78
"408","400202303","RCP45",2024,12,-3.94839,-11.8516,3.51
"409","400202303","RCP45",2025,1,-9.06774,-16.9613,6.13
"410","400202303","RCP45",2025,2,-9.04286,-18.5179,6.04
"411","400202303","RCP45",2025,3,0.674194,-11.1323,6.59
"412","400202303","RCP45",2025,4,3.60667,-5.36,7.45
"413","400202303","RCP45",2025,5,15.66256,2.932902,6.314
"414","400202303","RCP45",2025,6,19.372,7.82,9.576
"415","400202303","RCP45",2025,7,22.79548,11.060644,15.982
"416","400202303","RCP45",2025,8,21.91678,10.42,12.024
"417","400202303","RCP45",2025,9,16.63668,6.778,11.176
"418","400202303","RCP45",2025,10,8.880646,1.676129,11.306
"419","400202303","RCP45",2025,11,1.8946674,-5.676666,7.184
"420","400202303","RCP45",2025,12,-6.53613,-14.11352,8.544
"421","400202303","RCP45",2026,1,-10.114856,-20.57484,10.026
"422","400202303","RCP45",2026,2,-5.795006,-17.44644,4.288
"423","400202303","RCP45",2026,3,0.1754822,-11.32064,7.032
"424","400202303","RCP45",2026,4,7.305334,-2.952,8.902
"425","400202303","RCP45",2026,5,15.9155,3.659358,14.922
"426","400202303","RCP45",2026,6,22.35132,8.372666,9.016
"427","400202303","RCP45",2026,7,25.49162,12.45482,10.936
"428","400202303","RCP45",2026,8,25.18194,12.45614,9.02
"429","400202303","RCP45",2026,9,18.15466,7.134,4.19
"430","400202303","RCP45",2026,10,9.581936,0.7019352,7.966
"431","400202303","RCP45",2026,11,1.733334,-6.029334,10.838
"432","400202303","RCP45",2026,12,-5.892902,-14.82968,7.122
"433","400202303","RCP45",2027,1,-8.147734,-17.9142,3.04
"434","400202303","RCP45",2027,2,-6.751428,-17.36214,5.762
"435","400202303","RCP45",2027,3,0.8354832,-9.750334,5.812
"436","400202303","RCP45",2027,4,9.474,-1.5486666,13.238
"437","400202303","RCP45",2027,5,16.2,4.274194,13.284
"438","400202303","RCP45",2027,6,21.44798,7.947332,10.514
